cid,Uniprot ID,label
6196,Q8DNB6,1
6196,Q8DR59,1
6196,P0A3M6,1
6196,Q7CRA4,1
6196,Q8XJ01,1
6196,P46059,1
6196,D6R448,1
6196,Q16348,1
6215,P04150,1
6215,P04083,1
6215,P07355,1
6215,P12429,1
6215,P09525,1
6215,P08758,1
6227,P23219,1
6228,P00797,1
6228,Q9UNI1,1
6230,P06401,1
6230,P10275,1
6230,P04150,1
6234,P0A6J8,1
6234,Q9L888,1
6245,P0ABP8,1
6249,Q8DNB6,1
6249,Q7CRA4,1
6249,Q75Y35,1
6249,Q8DR59,1
6249,P0A3M6,1
6249,P46059,1
6249,Q16348,1
6249,Q02763,1
6253,P06746,1
6256,P04818,1
6262,O43246,1
6262,Q8WY07,1
6262,Q9Y619,1
6262,P30825,1
6262,Q9BXI2,1
6262,P05089,1
6262,P00480,1
6262,P50440,1
6262,P54368,1
6262,P04181,1
6262,P52569,1
6262,P78540,1
6262,O95190,1
6262,Q9UMX2,1
6267,P08243,1
6267,Q15758,1
6267,Q99624,1
6267,O43776,1
6267,Q7L266,1
6267,Q96I59,1
6274,P19113,1
6274,P42357,1
6274,Q99624,1
6274,P12081,1
6279,P06401,1
6279,P03372,1
6279,P08183,1
6279,P14867,1
6279,P47869,1
6279,P34903,1
6279,P48169,1
6279,P31644,1
6279,Q16445,1
6279,P18505,1
6279,P47870,1
6279,P28472,1
6279,O14764,1
6279,P78334,1
6279,Q8N1C3,1
6279,P18507,1
6279,Q99928,1
6279,O00591,1
6279,Q9UN88,1
6287,P26640,1
6287,P54687,1
6287,P05166,1
6288,P26639,1
6288,Q8IYQ7,1
6288,Q9BW92,1
6291,P03372,1
6305,P23381,1
6305,P00953,1
6305,Q9UGM6,1
6306,P41252,1
6306,P54687,1
6306,P45954,1
6306,O15382,1
6306,Q9NSE4,1
6307,P00915,1
6307,P00918,1
6307,Q13621,1
6307,P55011,1
6307,P55017,1
6318,Q8GN86,1
6322,P35228,1
6322,O43246,1
6322,Q8WY07,1
6322,P30825,1
6322,P29474,1
6322,Q96A70,1
6322,P04424,1
6322,P00966,1
6322,P78540,1
6329,P69681,1
6380,Q14376,1
6386,P0DP23,1
6386,P47228,1
6386,P50579,1
6386,P07998,1
6386,P60174,1
6409,P00326,1
6409,P01112,1
6409,P42328,1
6446,P10275,1
6446,P03372,1
6446,P16471,1
6446,P04150,1
6446,P80365,1
6464,P14867,1
6464,P47869,1
6464,P34903,1
6464,P48169,1
6464,P31644,1
6464,Q16445,1
6464,P43681,1
6464,P36544,1
6464,P42262,1
6464,Q13002,1
6468,Q99720,1
6468,Q8TCU5,1
6473,P14867,1
6473,P47869,1
6473,P34903,1
6473,P48169,1
6473,P31644,1
6473,Q16445,1
6473,P43681,1
6473,P36544,1
6473,P42262,1
6473,Q13002,1
6476,O43497,1
6503,P17707,1
6503,P15692,1
6503,P01556,1
6503,P12996,1
6503,Q8WVQ1,1
6503,Q52369,1
6503,P06653,1
6503,Q9X0N8,1
6503,P0AFB1,1
6503,Q8UCK6,1
6503,Q96FI4,1
6503,P07585,1
6518,P69905,1
6518,P68871,1
6535,P0A433,1
6535,P0A434,1
6535,P04637,1
6581,P0AD63,1
6590,P96965,1
6597,Q15118,1
6597,O43708,1
6623,P62508,1
6646,P20309,1
6646,P11229,1
6646,P08912,1
6646,P08173,1
6646,P08172,1
6662,P0AC13,1
6675,P51161,1
6675,P19835,1
6675,Q96RI1,1
6726,P35367,1
6726,P49888,1
6729,P11229,1
6729,P35367,1
6741,P04150,1
6741,P04083,1
6834,P35367,1
6834,P11229,1
6834,P08172,1
6834,P20309,1
6834,P08173,1
6834,P08912,1
6843,P35498,1
6843,Q9Y5Y9,1
6843,Q9UI33,1
6843,Q99250,1
6843,Q9NY46,1
6843,P35499,1
6843,Q14524,1
6843,Q01118,1
6843,Q9UQD0,1
6843,Q15858,1
6854,Q8GI16,1
6854,Q84II6,1
6862,P63208,1
6869,Q8XJ01,1
6869,Q53707,1
6869,P24228,1
6869,P12256,1
6869,P46059,1
6880,P23219,1
6880,P35354,1
6883,P16066,1
6954,P71278,1
6961,P05042,1
7027,P09848,1
7028,P23975,1
7028,Q01959,1
7028,P35348,1
7028,P08913,1
7028,P07550,1
7028,P31645,1
7028,P08588,1
7028,O95644,1
7028,P01375,1
7028,P19838,1
7028,P18846,1
7028,P15336,1
7028,P18847,1
7028,P18848,1
7028,Q9Y2D1,1
7028,P18850,1
7028,P17544,1
7028,Q8WYK2,1
7028,P01100,1
7028,P05412,1
7028,P60568,1
7029,P23975,1
7029,Q01959,1
7054,P27338,1
7075,P0A108,1
7077,P70174,1
7099,P00734,1
7099,P0A0N4,1
7099,Q58L87,1
7172,P35348,1
7172,P35368,1
7172,P25100,1
7244,P0A884,1
7245,Q16539,1
7248,Q05603,1
7249,Q05603,1
7259,Q05603,1
7264,Q05603,1
7302,Q8XL08,1
7339,P00492,1
7339,P07741,1
7339,P08870,1
7339,Q27796,1
7339,Q8VP84,1
7339,Q9NWZ5,1
7389,P61626,1
7405,P15692,1
7405,P03950,1
7405,Q46079,1
7405,P04746,1
7405,O68601,1
7405,P00091,1
7405,P01709,1
7405,Q7SIE2,1
7405,P80075,1
7405,P00138,1
7405,Q9UKQ2,1
7405,O43612,1
7405,P19961,1
7405,Q03403,1
7405,P0CG04,1
7405,Q701N4,1
7410,Q84EX5,1
7419,P04181,1
7419,P24630,1
7452,P49424,1
7464,Q9UNI1,1
7478,Q9NZK7,1
7478,P04054,1
7504,P07477,1
7504,P07478,1
7532,P23946,1
7532,P00782,1
7532,O07015,1
7532,P05981,1
7532,Q8GB52,1
7532,Q53547,1
7532,P04179,1
7547,Q6GI75,1
7558,Q05940,1
7558,Q96RJ0,1
7595,P95276,1
7638,P14679,1
7699,Q14524,1
7708,P43133,1
7741,P25021,1
7950,P00183,1
7966,P00325,1
7967,P71278,1
7970,P45452,1
7970,P08254,1
7991,P96965,1
7997,Q06174,1
8007,P0DJ06,1
8060,P07477,1
8063,P17612,1
8064,P45124,1
8064,Q9UKM7,1
8064,P14555,1
8064,P0C0T5,1
8064,Q9NZK7,1
8076,P00326,1
8094,P04054,1
8150,P14625,1
8153,Q06124,1
8163,Q9NPJ3,1
8172,P27696,1
8172,Q65CX5,1
8172,Q9RME2,1
8179,P22303,1
8179,P40406,1
8179,Q6FEW8,1
8189,P61322,1
8189,P35080,1
8189,P61320,1
8189,A9CJ63,1
8189,P06241,1
8189,P30405,1
8189,Q734I1,1
8189,Q5LRQ9,1
8193,Q9I5I9,1
8193,O00519,1
8223,P28221,1
8223,P28222,1
8223,P28223,1
8223,P14416,1
8223,P35348,1
8223,P35368,1
8223,P25100,1
8223,P08913,1
8223,P18089,1
8223,P23975,1
8223,P21728,1
8223,P21918,1
8223,P08908,1
8223,P30939,1
8223,P28335,1
8223,P41595,1
8226,P21728,1
8226,P41595,1
8249,Q13131,1
8249,Q15842,1
8271,P14867,1
8271,P47869,1
8271,P34903,1
8271,P48169,1
8271,P31644,1
8271,Q16445,1
8271,P43681,1
8271,P36544,1
8271,P42262,1
8271,Q13002,1
8271,O75469,1
8275,P14867,1
8275,P47869,1
8275,P34903,1
8275,P48169,1
8275,P31644,1
8275,Q16445,1
8275,P43681,1
8275,P36544,1
8275,P42262,1
8275,Q13002,1
8275,P14867,1
8275,P47869,1
8275,P34903,1
8275,P48169,1
8275,P31644,1
8275,Q16445,1
8275,P18505,1
8275,P47870,1
8275,P28472,1
8275,O14764,1
8275,P78334,1
8275,Q8N1C3,1
8275,P18507,1
8275,Q99928,1
8275,O00591,1
8275,Q9UN88,1
8280,Q9P0X4,1
8333,P07858,1
8361,P23219,1
8361,P35354,1
8376,P71278,1
8378,P0A7S3,1
8378,P61073,1
8408,P05230,1
8420,P00734,1
8420,P07477,1
8515,P53779,1
8515,Q9UQF2,1
8515,P45983,1
8515,P33981,1
8550,Q05940,1
8555,P00734,1
8555,P08709,1
8555,P00740,1
8555,P00742,1
8555,P04070,1
8555,P38435,1
8555,P07225,1
8612,Q9Y5Y9,1
8612,Q8TCU5,1
8612,Q9GZZ6,1
8612,P46098,1
8612,Q01959,1
8617,P95468,1
8617,P61769,1
8617,P01848,1
8617,P01850,1
8629,P31677,1
8629,P09148,1
8629,Q14376,1
8629,P09147,1
8629,P26393,1
8629,Q8KN66,1
8629,P46976,1
8629,Q7Z4J2,1
8631,P25101,1
8631,Q04828,1
8642,Q9WYT0,1
8642,P0A884,1
8642,P00469,1
8642,P0CI79,1
8730,P10827,1
8730,P10828,1
8730,P07202,1
8747,P00918,1
8747,P69488,1
8761,P00747,1
8761,P41052,1
8761,P9WIQ1,1
8778,P61626,1
8778,P37001,1
8914,P21905,1
8917,P9WNG3,1
8944,P35372,1
8955,O00204,1
8955,O75469,1
8969,P08913,1
8969,P18825,1
8969,P18089,1
8969,P08908,1
8969,P28222,1
8969,P28221,1
8969,P14416,1
8969,P35462,1
8969,P28223,1
8969,P28335,1
8969,P48048,1
8969,P78508,1
8969,Q14654,1
8969,Q14500,1
8969,Q9UNX9,1
8969,Q99712,1
8969,Q15842,1
8969,P41595,1
8975,P0ABP8,1
8982,Q7CRA4,1
8982,P0A3M6,1
8982,Q8DNB6,1
8982,Q75Y35,1
8982,Q8DR59,1
9034,P14867,1
9046,P03372,1
9047,Q27738,1
9051,P06401,1
9060,P14920,1
9084,Q84FH6,1
9084,Q99470,1
9085,P29474,1
9238,P00183,1
9257,P00918,1
9270,P06401,1
9270,P03372,1
9291,P02786,1
9291,Q9GZT9,1
9291,Q9BY41,1
9291,Q9NZD4,1
9291,P69905,1
9291,Q16595,1
9291,P02794,1
9291,P39748,1
9291,Q96FI4,1
9291,Q969S2,1
9291,P06746,1
9291,P00450,1
9291,P02787,1
9294,P23975,1
9294,P35348,1
9294,Q05940,1
9294,P22303,1
9305,P61925,1
9305,P17612,1
9305,Q9KFR4,1
9305,P07477,1
9305,P33590,1
9305,Q6PHW0,1
9403,P03372,1
9403,O75469,1
9403,Q92731,1
9403,P43681,1
9403,Q15596,1
9403,Q99527,1
9403,P00846,1
9403,Q14457,1
9403,P37059,1
9403,P62508,1
9427,P12758,1
9427,P00441,1
9429,P14416,1
9429,P21728,1
9429,P28223,1
9429,P08908,1
9429,P35348,1
9429,P35368,1
9433,Q14432,1
9433,P30542,1
9433,P0DMS8,1
9433,Q92769,1
9444,P26358,1
9458,P23219,1
9458,P19838,1
9458,P35228,1
9458,Q9Y233,1
9565,P48048,1
9565,Q09428,1
9570,P0ABP8,1
9642,P04150,1
9642,Q99835,1
9651,P22303,1
9651,P02708,1
9651,P11230,1
9651,Q07001,1
9651,P07510,1
9651,Q04844,1
9651,Q15822,1
9651,P32297,1
9651,P43681,1
9651,P30532,1
9651,Q15825,1
9651,P36544,1
9651,Q9UGM1,1
9651,Q9GZZ6,1
9651,P17787,1
9651,Q05901,1
9651,P30926,1
9651,P06276,1
9677,P10275,1
9700,P04818,1
9700,P9WKE1,1
9700,P23919,1
9700,P00469,1
9700,P06612,1
9700,O52806,1
9700,P03007,1
9700,Q9HU22,1
9750,P35228,1
9750,P29475,1
9750,P29474,1
9750,P00480,1
9750,O95865,1
9750,P00966,1
9750,O94760,1
9750,Q5T6L4,1
9750,Q9UM07,1
9750,Q6TGC4,1
9750,Q9ULC6,1
9750,Q9ULW8,1
9750,Q9Y2J8,1
9782,P04150,1
9801,P0DP23,1
9801,Q9H1R3,1
9864,P00918,1
9864,P43235,1
9878,P04150,1
9880,P10275,1
9880,P07288,1
9913,P39023,1
9913,Q13423,1
9913,P04406,1
9913,P50213,1
9913,Q02218,1
9913,P40926,1
9923,P00326,1
9958,Q05603,1
9958,P07773,1
10026,P16066,1
10100,P41143,1
10100,P41145,1
10100,P35372,1
10100,P23141,1
10101,P35372,1
10101,P41145,1
10101,P41143,1
10101,Q05586,1
10101,Q12879,1
10101,Q13224,1
10101,Q14957,1
10101,O15399,1
10101,Q8TCU5,1
10101,O60391,1
10132,P23368,1
10133,Q96RI1,1
10133,O75469,1
10133,Q8TDU6,1
10133,P52895,1
10168,Q13133,1
10168,P55055,1
10168,P09917,1
10180,P11388,1
10180,P11387,1
10180,P27695,1
10204,Q04828,1
10204,P52895,1
10235,P43681,1
10235,P36544,1
10235,P32297,1
10235,Q15825,1
10235,P17787,1
10238,O43252,1
10238,Q5SKH7,1
10240,P28335,1
10240,Q99720,1
10240,P35462,1
10267,P30613,1
10267,P0A6F3,1
10303,Q9I5F3,1
10340,P00915,1
10340,P00918,1
10340,P22748,1
10340,Q16790,1
10367,P9WP23,1
10367,P04036,1
10394,P31012,1
10394,P31013,1
10394,O67636,1
10430,P00509,1
10430,P42790,1
10430,P96965,1
10442,P84077,1
10517,P35372,1
10518,P14867,1
10518,P47869,1
10518,P34903,1
10518,P48169,1
10518,P31644,1
10518,Q16445,1
10518,P43681,1
10518,P36544,1
10518,P42262,1
10518,Q13002,1
10531,P28221,1
10531,P28222,1
10531,P08913,1
10531,P41595,1
10548,P06276,1
10607,P11388,1
10607,P68366,1
10607,P07437,1
10621,Q96GD4,1
10635,P10275,1
10635,P14061,1
10635,P03372,1
10635,P08235,1
10668,P41143,1
10668,P35372,1
10680,P0A3R9,1
10680,P11474,1
10680,O95718,1
10680,Q16678,1
10767,P35498,1
10767,Q9Y5Y9,1
10767,Q9UI33,1
10767,Q99250,1
10767,Q9NY46,1
10767,P35499,1
10767,Q14524,1
10767,Q01118,1
10767,Q9UQD0,1
10767,Q15858,1
10770,Q9Y5Y9,1
10770,Q14524,1
10783,P14867,1
10836,Q01959,1
10836,P31645,1
10836,P23975,1
10836,Q05940,1
10836,P54219,1
10836,Q96RJ0,1
10836,P08913,1
10836,P18089,1
10836,P18825,1
10836,P21397,1
10836,P27338,1
10917,Q8N8R3,1
10917,O76082,1
10917,P23786,1
10917,Q9UKG9,1
10917,P50416,1
10917,P43155,1
10917,O43772,1
10917,Q9H015,1
10917,P47989,1
10917,P23141,1
10917,P05164,1
10918,Q9UKG9,1
10918,P43155,1
10927,P27017,1
10964,P0AD63,1
10972,O31616,1
11005,P61925,1
11005,P17612,1
11005,P0A8V6,1
11005,O75521,1
11005,P35243,1
11005,P0DP23,1
11005,P09142,1
11005,P00519,1
11005,O67648,1
11005,P41235,1
11005,Q15788,1
11005,P06971,1
11005,P62942,1
11005,P63098,1
11005,Q08209,1
11005,P9WPF1,1
11005,O43617,1
11005,P01308,1
11005,P17900,1
11005,P62330,1
11005,Q9Y6Y9,1
11005,P02929,1
11005,P84077,1
11005,P43080,1
11005,P9WH69,1
11005,P15151,1
11005,O00206,1
11005,Q07869,1
11029,Q05586,1
11029,Q12879,1
11029,Q13224,1
11029,Q14957,1
11029,O15399,1
11029,Q8TCU5,1
11029,O60391,1
11138,P69905,1
11138,P68871,1
11289,P03372,1
11291,P35367,1
11295,P0A0N5,1
11302,P51857,1
11318,P0A108,1
11333,P06864,1
11390,Q27743,1
11390,Q8P9V9,1
11575,P37698,1
11579,P13716,1
11646,P02144,1
11668,P02775,1
11668,O31156,1
11683,P06401,1
11683,P04150,1
11742,P62508,1
11790,P05177,1
11820,Q57VC7,1
11833,P16218,1
11914,P20906,1
11914,P11444,1
11915,Q9UJM8,1
11979,Q05603,1
12035,P48637,1
12035,Q9UPY5,1
12035,Q03154,1
12035,O14920,1
12035,O15111,1
12035,Q13224,1
12035,Q05586,1
12035,Q12879,1
12035,O15399,1
12035,Q8TCU5,1
12041,P01375,1
12041,P09429,1
12057,P55055,1
12219,P02144,1
12374,P04150,1
12374,P01112,1
12374,Q56313,1
12374,Q820S6,1
12374,P04054,1
12473,P40859,1
12530,P14555,1
12530,P04054,1
12530,Q9NZK7,1
12544,P0AET8,1
12560,Q12809,1
12560,O43193,1
12587,P0AB80,1
12717,P0A7D4,1
12717,Q8N142,1
12717,Q9U8D3,1
12793,P12931,1
12894,Q27738,1
13017,P08319,1
13017,P00326,1
13109,P06401,1
13109,P18405,1
13109,P03372,1
13109,P10275,1
13109,P04278,1
13109,P04150,1
13136,P41180,1
13136,P27797,1
13136,Q99828,1
13136,O75340,1
13136,P30626,1
13136,Q99653,1
13136,P09486,1
13136,P27824,1
13136,P04271,1
13136,O14958,1
13136,Q15493,1
13136,Q9UBV8,1
13136,P06703,1
13136,P13693,1
13136,O75838,1
13136,Q99584,1
13136,P31415,1
13136,Q02818,1
13136,P80303,1
13136,P0DP23,1
13136,P28676,1
13136,Q9ULU8,1
13136,P0DP24,1
13136,P0DP25,1
13136,Q96FQ6,1
13136,P22676,1
13136,Q13938,1
13136,Q86UW7,1
13136,Q96L12,1
13136,Q9ULB1,1
13136,P62166,1
13195,P00918,1
13195,P35218,1
13195,P02144,1
13308,P10275,1
13314,P47869,1
13314,P18507,1
13314,P34903,1
13314,P31644,1
13314,P14867,1
13342,Q71U36,1
13342,P07437,1
13342,Q9UJT1,1
13342,P23258,1
13342,Q9UJT0,1
13342,P05412,1
13450,P07173,1
13450,P06008,1
13450,P06009,1
13450,P06010,1
13450,P0C0Y8,1
13450,P0C0Y9,1
13450,P0C0Y7,1
13472,P71278,1
13505,P35372,1
13505,P41143,1
13611,P07998,1
13695,Q00441,1
13711,P0AE22,1
13711,P27707,1
13711,O00142,1
13769,P11511,1
13791,P03372,1
13791,O75469,1
13791,Q92731,1
13791,P43681,1
13791,Q15596,1
13791,Q99527,1
13791,P00846,1
13791,Q14457,1
13791,P37059,1
13791,P62508,1
13806,P0A0N5,1
13806,P31224,1
14052,P9WNL5,1
14052,P9WNL7,1
14052,P9WNL9,1
14253,P20261,1
14253,Q7SIG1,1
14309,P00918,1
14357,P69905,1
14357,P68871,1
14463,P62594,1
14584,Q01959,1
14677,P35367,1
14925,Q99798,1
14985,Q9UDX3,1
14985,P09917,1
14985,O76054,1
14985,Q9UDX4,1
14985,P05771,1
14985,O75469,1
14985,P17252,1
14985,P23743,1
14985,P62714,1
14985,P67775,1
15130,P35372,1
15130,P30926,1
15130,P32297,1
15209,P04150,1
15387,P14416,1
15391,P07477,1
15391,P17538,1
15391,P07478,1
15433,P10384,1
15433,P13036,1
15433,P37001,1
15433,P0AGG2,1
15433,P27338,1
15433,P0C0Y8,1
15433,P0C0Y9,1
15433,P0C0Y7,1
15433,P98002,1
15433,P08306,1
15433,P01593,1
15433,P01764,1
15433,P07173,1
15433,P06008,1
15433,P06009,1
15433,P06010,1
15433,Q93RD8,1
15433,P60981,1
15433,P08100,1
15433,P0C0X8,1
15433,Q14494,1
15433,P33247,1
15433,P06129,1
15433,P00646,1
15433,P42512,1
15433,P02689,1
15433,P0A915,1
15433,P26789,1
15433,P26790,1
15433,P02929,1
15433,P17315,1
15433,P06716,1
15433,P23528,1
15433,P09391,1
15433,P76045,1
15433,P07110,1
15433,P69856,1
15433,Q3J170,1
15433,Q3J1A5,1
15433,Q3J1A6,1
15433,Q5RT80,1
15433,Q98GN8,1
15433,P69681,1
15433,A0A0H2WWQ9,1
15433,Q02127,1
15433,Q46704,1
15433,Q46705,1
15433,Q46702,1
15433,Q4KH25,1
15541,P0A7S3,1
15606,P80188,1
15606,P01857,1
15689,P29474,1
15876,P06875,1
15906,P08263,1
15993,P06746,1
15993,Q59560,1
15993,P62219,1
15993,Q08698,1
16028,P0A334,1
16028,P01834,1
16078,P21554,1
16078,P34972,1
16231,P37088,1
16231,P51168,1
16231,P51170,1
16231,P51172,1
16231,P19801,1
16231,Q16515,1
16231,P78348,1
16231,P19634,1
16231,P00749,1
16259,P07477,1
16259,P07478,1
16362,P14416,1
16362,P35462,1
16362,Q12809,1
16362,P0DP23,1
16402,Q9RZ04,1
16490,P04150,1
16500,P67910,1
16615,P17412,1
16615,P17596,1
16615,P17413,1
16666,Q7Z2W7,1
16666,O75762,1
16666,Q8NET8,1
16666,P41145,1
16666,Q13936,1
16666,Q01668,1
16666,O60840,1
16666,Q13698,1
16666,Q02641,1
16666,Q08289,1
16666,P54284,1
16666,O00305,1
16666,O00555,1
16741,P62736,1
16741,P60709,1
16741,P06576,1
16741,P56385,1
16741,O75964,1
16741,O43169,1
16741,Q9NR28,1
16741,Q8TF61,1
16741,P52597,1
16741,P61978,1
16741,P34932,1
16741,P04792,1
16741,P61604,1
16741,Q92598,1
16741,P03886,1
16741,Q9Y266,1
16741,Q13219,1
16741,P25788,1
16741,P17980,1
16741,P43487,1
16741,P60903,1
16741,Q12874,1
16741,Q969G3,1
16741,Q96I99,1
16741,O43399,1
16741,P09493,1
16741,P06753,1
16741,P67936,1
16741,Q71U36,1
16741,P68366,1
16741,Q9H4B7,1
16741,Q13885,1
16741,Q13509,1
16741,P68371,1
16741,P10599,1
16741,P09936,1
16741,P54578,1
16741,P55072,1
16741,P08670,1
16741,P31946,1
16741,P62258,1
16741,Q04917,1
16741,P27348,1
16741,P63104,1
16757,P95468,1
16842,P46459,1
16842,Q86YB8,1
16850,P06310,1
16958,P9WPB5,1
16960,P35367,1
17085,P32947,1
17134,Q27738,1
17134,P13922,1
17150,P80365,1
17429,P00326,1
17473,O94766,1
17473,P0C0F4,1
17473,Q14376,1
17676,P14416,1
17676,P21728,1
17676,P10275,1
18068,P16442,1
18068,P15291,1
18068,Q14376,1
18104,P14416,1
18104,P21728,1
18104,P21918,1
18381,A0A0E1R3H3,1
18381,Q7CRA4,1
18381,Q8DNB6,1
18381,Q75Y35,1
18381,Q8DR59,1
18381,P0A3M6,1
18794,P00918,1
18807,O24990,1
19003,Q8XJ01,1
19003,Q8DR59,1
19003,Q75Y35,1
19003,C1KC03,1
19233,P32170,1
19235,P0C0F4,1
19649,P0A7S3,1
19649,Q9UM07,1
19844,P51584,1
19861,P35367,1
19910,P50579,1
20194,P28593,1
20279,P23921,1
20279,P31350,1
20279,Q7LG56,1
20279,P09884,1
20279,Q07864,1
20279,P56282,1
20279,Q9NRF9,1
20279,Q9NR33,1
20279,P00491,1
20299,P20309,1
20299,P11229,1
20299,P08172,1
20479,Q01693,1
20689,P06276,1
20824,P0AEB2,1
20824,P24228,1
20824,P08506,1
20824,P02918,1
20824,P02919,1
20824,P0AD65,1
20824,P0AD68,1
21109,P09110,1
21233,P08172,1
21233,Q15822,1
21307,P31040,1
21319,Q8XJ01,1
21439,P00746,1
21501,P35228,1
21501,P29474,1
21700,P04150,1
21772,P31645,1
21772,P35367,1
21772,P28223,1
21855,P35367,1
21855,P08172,1
22297,P35348,1
22297,Q05940,1
23190,Q9GPQ4,1
23327,P43133,1
23576,Q9GZZ6,1
23700,P16442,1
23700,P27828,1
23700,Q16222,1
23700,P17443,1
23700,Q14376,1
23700,Q8KN66,1
23700,Q9UBQ6,1
23897,P14416,1
23897,P08908,1
23897,P28223,1
23897,P11229,1
23925,P02786,1
23925,Q9GZT9,1
23925,Q9BY41,1
23925,Q9NZD4,1
23925,P69905,1
23925,Q16595,1
23925,P02794,1
23925,P39748,1
23925,Q96FI4,1
23925,Q969S2,1
23925,P06746,1
23925,P00450,1
23925,P02787,1
23954,Q14872,1
23954,P0DM35,1
23954,P04731,1
23954,P07438,1
23954,P04732,1
23954,P04733,1
23954,P13640,1
23954,P80294,1
23954,Q93083,1
23954,Q8N339,1
23954,P80297,1
23954,P02795,1
23954,P25713,1
23954,P47944,1
23954,A1L3X4,1
23954,Q9Y4I5,1
23954,P00450,1
23954,P02768,1
23954,P01023,1
23976,P00167,1
23978,P05067,1
23978,P23526,1
23978,P62807,1
23978,P04406,1
23978,P15531,1
23978,P10412,1
23978,Q06830,1
23978,P05109,1
23978,P08865,1
23978,P63261,1
23978,P06733,1
23978,P68104,1
23978,P05787,1
23978,P07237,1
23978,P30101,1
23978,P10809,1
23978,P48723,1
23978,P11021,1
23978,P14625,1
23978,P02787,1
23978,Q08288,1
23978,P15880,1
23978,Q07955,1
23978,P22626,1
23978,P31943,1
23978,P31942,1
23978,P61987,1
23978,P14866,1
23978,P23246,1
23978,Q15428,1
23978,P63244,1
23978,P12814,1
23978,Q03154,1
23978,P09525,1
23978,P08758,1
23978,P27797,1
23978,P14618,1
23978,P14550,1
23978,P00387,1
23978,P00390,1
23978,P29401,1
23978,P32119,1
23978,P30041,1
23978,P62937,1
23978,P11142,1
23978,P07900,1
23978,Q15185,1
23978,P31948,1
23978,Q96RE1,1
23978,P56537,1
23978,P60842,1
23978,P06744,1
23978,P00338,1
23978,P00558,1
23978,P07437,1
23978,P23528,1
23978,P31946,1
23978,P17174,1
23978,P48637,1
23978,P51858,1
23978,P50213,1
23978,O00299,1
23978,Q06323,1
23978,P30086,1
23978,P18669,1
23978,P43487,1
23978,O60701,1
23978,P61769,1
23978,O75880,1
23978,F7VJQ1,1
23978,P23415,1
23978,Q96FI4,1
23978,Q969S2,1
23978,Q6MZM0,1
23978,P05121,1
23978,P29034,1
23978,P26447,1
23978,P37840,1
23978,P23560,1
23978,Q99497,1
23978,P10997,1
23978,Q9UHF0,1
23978,P04217,1
23978,P43652,1
23978,P01019,1
23978,P02765,1
23978,P02743,1
23978,P02647,1
23978,P02652,1
23978,P06727,1
23978,Q0VD83,1
23978,P02655,1
23978,P02656,1
23978,P05090,1
23978,P02649,1
23978,P02749,1
23978,P25311,1
23978,P02747,1
23978,P09871,1
23978,P01024,1
23978,P0C0L5,1
23978,P04003,1
23978,P01031,1
23978,P07358,1
23978,P02748,1
23978,P08603,1
23978,P05156,1
23978,P05452,1
23978,P10909,1
23978,P00734,1
23978,Q07021,1
23978,P06396,1
23978,P69905,1
23978,P68871,1
23978,P45973,1
23978,P00739,1
23978,P35858,1
23978,P01857,1
23978,P01861,1
23978,P01619,1
23978,P15814,1
23978,P19823,1
23978,P01042,1
23978,P04264,1
23978,P13645,1
23978,P35908,1
23978,P35527,1
23978,P02750,1
23978,P51884,1
23978,Q96PD5,1
23978,P00747,1
23978,P27169,1
23978,P02775,1
23978,P01009,1
23978,P29622,1
23978,P08185,1
23978,P05543,1
23978,P01008,1
23978,P05546,1
23978,P36955,1
23978,P08697,1
23978,P05155,1
23978,P02766,1
23978,P04004,1
23978,P51693,1
23994,P46663,1
23994,P16455,1
23994,P04075,1
23994,P68104,1
23994,P06733,1
23994,O14556,1
23994,P15531,1
23994,P07237,1
23994,P30101,1
23994,Q06830,1
23994,P78330,1
23994,P60174,1
23994,P49411,1
23994,P03372,1
23994,P08700,1
23994,P02795,1
23994,O14618,1
23994,Q13547,1
23994,P56524,1
23994,P29372,1
23994,P04279,1
23994,P00441,1
23994,Q9BY41,1
23994,O15304,1
23994,P23415,1
23994,Q00987,1
23994,P01308,1
23994,P45381,1
23994,P05109,1
23994,P06702,1
23994,P14780,1
23994,O15350,1
23994,P29034,1
23994,P04637,1
23994,P25713,1
23994,O75340,1
23994,Q8N907,1
23994,P04731,1
23994,P04217,1
23994,P01023,1
23994,P01019,1
23994,P02765,1
23994,P02743,1
23994,P02647,1
23994,P02652,1
23994,P06727,1
23994,Q0VD83,1
23994,P02649,1
23994,O14791,1
23994,P02746,1
23994,P02747,1
23994,P00736,1
23994,P09871,1
23994,P01024,1
23994,P0C0L5,1
23994,P04003,1
23994,P20851,1
23994,P01031,1
23994,P46736,1
23994,P07357,1
23994,P07358,1
23994,P07360,1
23994,P00751,1
23994,P08603,1
23994,P05156,1
23994,P10909,1
23994,P00450,1
23994,P15169,1
23994,P22792,1
23994,P81605,1
23994,P00748,1
23994,P05160,1
23994,P00734,1
23994,O75636,1
23994,P02671,1
23994,P02751,1
23994,P06396,1
23994,P69905,1
23994,P68871,1
23994,P00739,1
23994,P35858,1
23994,P01876,1
23994,P01871,1
23994,P01599,1
23994,P01619,1
23994,P80748,1
23994,P19827,1
23994,P19823,1
23994,Q06033,1
23994,Q14624,1
23994,P01591,1
23994,P14923,1
23994,P03952,1
23994,P01042,1
23994,P04264,1
23994,P13645,1
23994,P02533,1
23994,P08779,1
23994,P35908,1
